# i average_correlation variance
174 0.000700 0.000000
175 0.000700 0.000000
176 0.000698 0.000000
177 0.000698 0.000000
178 0.000696 0.000000
179 0.000693 0.000000
180 0.000694 0.000000
181 0.000693 0.000000
182 0.000692 0.000000
183 0.000693 0.000000
184 0.000694 0.000000
185 0.000696 0.000000
186 0.000698 0.000000
187 0.000698 0.000000
188 0.000696 0.000000
189 0.000696 0.000000
190 0.000693 0.000000
191 0.000691 0.000000
192 0.000690 0.000000
193 0.000689 0.000000
194 0.000689 0.000000
195 0.000687 0.000000
196 0.000684 0.000000
197 0.000681 0.000000
198 0.000677 0.000000
199 0.000671 0.000000
200 0.000669 0.000000
201 0.000670 0.000000
202 0.000669 0.000000
203 0.000667 0.000000
204 0.000664 0.000000
205 0.000661 0.000000
206 0.000660 0.000000
207 0.000657 0.000000
208 0.000657 0.000000
209 0.000657 0.000000
210 0.000657 0.000000
211 0.000655 0.000000
212 0.000655 0.000000
213 0.000654 0.000000
214 0.000653 0.000000
215 0.000650 0.000000
216 0.000648 0.000000
217 0.000649 0.000000
218 0.000651 0.000000
219 0.000651 0.000000
220 0.000652 0.000000
221 0.000652 0.000000
222 0.000650 0.000000
223 0.000650 0.000000
224 0.000651 0.000000
225 0.000650 0.000000
226 0.000648 0.000000
227 0.000647 0.000000
228 0.000645 0.000000
229 0.000646 0.000000
230 0.000646 0.000000
231 0.000646 0.000000
232 0.000644 0.000000
233 0.000643 0.000000
234 0.000641 0.000000
235 0.000638 0.000000
236 0.000635 0.000000
237 0.000632 0.000000
238 0.000629 0.000000
239 0.000627 0.000000
240 0.000625 0.000000
241 0.000625 0.000000
242 0.000626 0.000000
243 0.000625 0.000000
244 0.000625 0.000000
245 0.000625 0.000000
246 0.000623 0.000000
247 0.000622 0.000000
248 0.000618 0.000000
249 0.000616 0.000000
